date,channel,total_spend,total_impressions,total_clicks,attributed_orders,attributed_revenue,attributed_margin,promo_flag,day_of_week,week_index,roas
2025-10-20,organic,4508.43,587998,5682,6.0,38887.32,15724.869999999999,0,0,15,8.625468289404514
2025-10-20,paid_social,103468.13,544731,10182,14.0,64211.630000000005,21171.61,0,0,15,0.6205933169952912
2025-10-20,referral,30706.57,121745,2328,3.0,17254.38,5903.709999999999,0,0,15,0.5619116690662618
2025-10-20,search,149182.4,651778,16464,27.0,204651.16,86629.29000000001,0,0,15,1.3718183914456399
2025-10-21,email,15989.07,352171,4491,7.0,56824.05,22303.309999999998,0,1,15,3.5539309040488285
2025-10-21,organic,4623.53,721219,6433,7.0,60226.520000000004,22633.940000000002,0,1,15,13.026090454695872
2025-10-21,paid_social,115997.16,656200,11736,19.0,107130.27,38786.57,0,1,15,0.9235594216272192
2025-10-21,referral,27782.239999999998,109384,2028,4.0,19374.03,7854.839999999998,0,1,15,0.6973530572048906
2025-10-21,search,140023.66,625820,16636,29.0,170203.48,69559.77,0,1,15,1.2155337176588585
2025-10-22,email,16411.42,300851,3955,15.0,101092.09999999999,40510.69,0,2,15,6.159863070959125
2025-10-22,organic,4111.8,689550,8433,7.0,62591.2,24262.91,0,2,15,15.222335716717739
2025-10-22,paid_social,122661.62,624567,9261,8.0,72924.63,26100.519999999997,0,2,15,0.5945187255801775
2025-10-22,referral,32476.79,105534,2047,6.0,19242.35,7203.83,0,2,15,0.5924954405900337
2025-10-22,search,149880.25,663466,17792,26.0,178345.13,76552.2,0,2,15,1.1899174841248263
2025-10-23,email,23483.8,398597,5428,29.0,131287.74,57173.090000000004,1,3,15,5.590566262700245
2025-10-23,organic,5171.3,506194,4974,6.0,46478.130000000005,15697.279999999999,1,3,15,8.987707152940267
2025-10-23,paid_social,170544.12,934154,18800,16.0,67884.88,26245.47,1,3,15,0.3980487864371988
2025-10-23,referral,40075.14,116294,2107,7.0,49571.05,19822.72,1,3,15,1.2369526344761366
2025-10-23,search,204086.95,884818,21771,28.0,177893.74,71475.65,1,3,15,0.8716566149868964
2025-10-24,email,18056.84,327223,3843,14.0,66313.29999999999,24296.92,0,4,16,3.6724753611373857
2025-10-24,organic,4455.93,606814,4913,6.0,38871.67,15890.6,0,4,16,8.723581833646397
2025-10-24,paid_social,139323.16999999998,715663,13222,17.0,107522.41,38978.450000000004,0,4,16,0.7717482311090109
2025-10-24,referral,36095.9,96690,2351,7.0,53192.29,20771.24,0,4,16,1.4736380032081207
2025-10-24,search,148097.25,625447,16191,30.0,214664.16,90365.91,0,4,16,1.4494810673391978
2025-10-25,email,19675.73,337196,3696,13.0,103985.09,43163.63,0,5,16,5.284941905586222
2025-10-25,organic,4598.07,785931,7418,7.0,42524.87,15614.27,0,5,16,9.248417270724458
2025-10-25,paid_social,138463.63,698241,13237,14.0,101349.59,33084.98,0,5,16,0.731958204475789
2025-10-25,referral,28538.559999999998,105935,2149,4.0,10117.62,3712.9900000000002,0,5,16,0.3545245450366102
2025-10-25,search,150893.48,613177,16781,31.0,256061.98,100696.23,0,5,16,1.6969717975886036
2025-10-26,email,21271.91,266749,3696,15.0,102149.56,45231.57,0,6,16,4.802086883594374
2025-10-26,organic,4602.16,683585,5910,8.0,52848.530000000006,22768.280000000002,0,6,16,11.483418655587812
2025-10-26,paid_social,152694.91,803743,13857,17.0,105100.29,37201.69,0,6,16,0.6883025111970006
2025-10-26,referral,37375.26,117388,2737,6.0,42856.89,15045.55,0,6,16,1.146664665342796
2025-10-26,search,186405.91,802708,23380,36.0,283915.08,123639.04000000001,0,6,16,1.5231012793532137
2025-10-27,email,21863.91,350648,4736,30.0,167633.44,65427.979999999996,1,0,16,7.667129987271261
2025-10-27,organic,5137.01,741844,7745,22.0,140366.11,47673.3,1,0,16,27.324476689747534
2025-10-27,paid_social,179607.21,871430,15971,17.0,112402.43,40101.270000000004,1,0,16,0.6258235958344879
2025-10-27,referral,34961.13,135578,3311,5.0,20903.68,7981.08,1,0,16,0.5979120240106656
2025-10-27,search,168326.1,764275,20703,35.0,312966.56,132721.33000000002,1,0,16,1.8592871812511547
2025-10-28,email,16208.45,270946,3161,9.0,75909.78,31288.26,0,1,16,4.683346032470717
2025-10-28,organic,3646.56,711796,6009,4.0,29833.31,11220.190000000004,0,1,16,8.181220108814884
2025-10-28,paid_social,120967.79999999999,629417,13131,16.0,118340.31,39993.61,0,1,16,0.9782794264258754
2025-10-28,referral,33048.44,145106,3393,5.0,19957.72,7592.519999999999,0,1,16,0.6038929522845858
2025-10-28,search,132125.15,569834,14678,31.0,245484.97999999998,97907.75,0,1,16,1.8579731413739171
2025-10-29,email,16030.1,307394,3959,12.0,70350.17,26538.640000000003,0,2,16,4.388629515723545
2025-10-29,organic,4259.06,630271,6095,8.0,45908.28999999999,17148.61,0,2,16,10.778972355402363
2025-10-29,paid_social,124375.29000000001,650215,11590,20.0,99580.88,32843.4,0,2,16,0.8006484246187486
2025-10-29,referral,30799.83,136432,2790,7.0,65315.07,27458.51,0,2,16,2.12063086062488
2025-10-29,search,170249.16,728661,21043,35.0,259339.15,111380.48,0,2,16,1.5232918036130103
2025-10-30,email,18228.940000000002,262097,3514,10.0,65685.5,25682.57,0,3,16,3.6033636623961676
2025-10-30,organic,3902.1,722930,7010,7.0,46226.32,17129.04,0,3,16,11.846523666743549
2025-10-30,paid_social,149604.14,857818,15936,16.0,72782.98999999999,24463.769999999997,0,3,16,0.48650384942555724
2025-10-30,referral,28936.24,146397,2536,4.0,24514.75,9597.17,0,3,16,0.8471988758732993
2025-10-30,search,135744.34,613267,18019,33.0,179257.02000000002,78517.33,0,3,16,1.3205487610017481
2025-10-31,email,16126.23,288907,3410,10.0,53675.66,18791.14,0,4,17,3.32846920824024
2025-10-31,organic,4331.02,777154,6977,9.0,51763.44,21175.379999999997,0,4,17,11.951789647704235
2025-10-31,paid_social,140867.92,731215,13902,17.0,111155.11,39489.05,0,4,17,0.7890732680655751
2025-10-31,referral,27058.16,139808,2362,5.0,43671.93,16544.29,0,4,17,1.6140022085758974
2025-10-31,search,149790.82,656896,18045,29.0,215554.45,93704.26,0,4,17,1.4390364509654197
2025-11-01,email,24838.489999999998,424438,3610,18.0,115618.78,44751.89,1,5,17,4.654823219930036
2025-11-01,organic,6886.17,575227,5204,12.0,60981.94,23819.960000000003,1,5,17,8.855712246430164
2025-11-01,paid_social,172781.51,949876,17253,13.0,83153.42,28955.45,1,5,17,0.4812634175960147
2025-11-01,referral,44828.14,128648,2919,7.0,46608.08,19585.1,1,5,17,1.039705863326027
2025-11-01,search,210277.67,916805,30446,39.0,245666.4,101066.61,1,5,17,1.168295235533093
2025-11-02,email,25414.23,253165,3121,27.0,181744.39,73899.06,1,6,17,7.151284536261772
2025-11-02,organic,6155.24,739065,8300,16.0,100982.97,40391.35,1,6,17,16.406016662226005
2025-11-02,paid_social,220518.41999999998,1127654,18541,19.0,115117.47,39092.41,1,6,17,0.5220310847501991
2025-11-02,referral,40901.04,124423,2925,12.0,69592.56,27923.27,1,6,17,1.7014863191742802
2025-11-02,search,230258.3,973473,27403,38.0,296244.87,120675.37999999999,1,6,17,1.2865762927981315
2025-11-03,email,20055.36,326448,3616,13.0,118499.97,45316.58,1,0,17,5.908643375137619
2025-11-03,organic,5039.16,686437,7091,20.0,123100.69999999998,47779.439999999995,1,0,17,24.42881353241413
2025-11-03,paid_social,136240.22,710573,14727,18.0,142983.41999999998,51673.97,1,0,17,1.0494949288837025
2025-11-03,referral,40393.3,132572,2377,8.0,47095.600000000006,18920.1,1,0,17,1.1659260322875329
2025-11-03,search,205105.08,867949,24618,29.0,156356.44,65637.58,1,0,17,0.7623235855494169
2025-11-04,email,20079.02,349644,4947,8.0,47020.68,19745.27,1,1,17,2.3417816208161555
2025-11-04,organic,5693.6,664811,6597,13.0,78051.41,31232.41,1,1,17,13.708621961500633
2025-11-04,paid_social,163317.47,862786,15327,22.0,131040.15,46325.53,1,1,17,0.8023645602641285
2025-11-04,referral,39732.700000000004,138100,2962,16.0,98035.02,36023.97,1,1,17,2.467363657642194
2025-11-04,search,183152.99,798820,20161,38.0,306835.08,128711.56,1,1,17,1.6752938622514437
2025-11-05,email,20801.57,339196,3418,11.0,86402.8,35939.97,1,2,17,4.1536672472318195
2025-11-05,organic,4897.84,691562,6278,6.0,32472.600000000002,13132.26,1,2,17,6.6299838296065206
2025-11-05,paid_social,143145.99,785349,14071,16.0,93719.41,32466.22,1,2,17,0.6547120879879347
2025-11-05,referral,31997.87,134110,3073,7.0,43661.33,19689.97,1,2,17,1.364507387522982
2025-11-05,search,190994.94,871297,26591,38.0,230162.34,98391.18000000001,1,2,17,1.2050703542198553
2025-11-06,email,23211.8,362366,4815,23.0,161748.25,63529.44000000001,1,3,17,6.968363073953765
2025-11-06,organic,5347.95,665339,5583,16.0,109018.39,39031.24,1,3,17,20.38508026440038
2025-11-06,paid_social,154588.6,818371,13929,26.0,121281.17000000001,46009.8,1,3,17,0.784541486241547
2025-11-06,referral,36063.67,136463,2192,3.0,11299.03,4712.660000000001,1,3,17,0.3133078247444035
2025-11-06,search,199365.34,836885,23320,36.0,272562.95,115910.88,1,3,17,1.3671531370498002
2025-11-07,email,22057.68,351306,4499,31.0,256754.09,101582.74,1,4,18,11.64012217059999
2025-11-07,organic,6034.01,757698,7950,13.0,70230.51999999999,27073.28,1,4,18,11.639112298454922
2025-11-07,paid_social,172500.23,913819,15036,30.0,176313.96000000002,64209.380000000005,1,4,18,1.022108550232078
2025-11-07,referral,39280.45,126650,2692,13.0,86883.44,34346.01,1,4,18,2.2118748639590433
2025-11-07,search,199005.9,836391,23439,27.0,179376.36,74775.09999999999,1,4,18,0.9013620199200124
2025-11-08,email,21491.81,273353,3363,13.0,76854.70999999999,32539.5,0,5,18,3.5759998808848574
2025-11-08,organic,4638.53,786717,8877,9.0,57810.55,22683.3,0,5,18,12.463118703554791
2025-11-08,paid_social,149416.71,830563,14791,18.0,138273.66,51469.520000000004,0,5,18,0.925422999877323
2025-11-08,referral,30654.7,117322,2295,6.0,25398.9,9415.220000000001,0,5,18,0.8285483139616437
2025-11-08,search,142249.22,627543,17616,34.0,286093.95999999996,118625.01000000001,0,5,18,2.0112163708173583
2025-11-09,email,19435.49,308087,2963,16.0,99749.42,42804.78,0,6,18,5.132333684409294
2025-11-09,organic,4481.49,697394,7148,9.0,48341.79,18187.7,0,6,18,10.786990487538743
2025-11-09,paid_social,143776.44,769999,14614,24.0,126250.44,47472.159999999996,0,6,18,0.8781024206747643
2025-11-09,referral,34054.01,127203,2830,8.0,59648.11,25213.73,0,6,18,1.7515737500517559
2025-11-09,search,172366.5,731567,22471,32.0,214718.6,95955.67,0,6,18,1.2457095781372831
2025-11-10,email,16841.7,229467,3083,13.0,60637.12,28027.5,0,0,18,3.6004156350012173
2025-11-10,organic,4193.06,642584,7166,9.0,58460.850000000006,23487.09,0,0,18,13.942287971076016
2025-11-10,paid_social,124230.79999999999,649921,9676,18.0,118153.62999999999,41399.0,0,0,18,0.9510816158311788
2025-11-10,referral,27509.8,102911,2192,7.0,38296.78,13985.789999999999,0,0,18,1.3921140829813377
2025-11-10,search,138856.77,599804,17320,32.0,210305.0,84352.43000000001,0,0,18,1.5145462479071061
2025-11-11,email,17257.27,257098,3528,8.0,59443.96000000001,25195.42,0,1,18,3.4445749530487735
2025-11-11,organic,5457.27,620054,6263,10.0,84976.95,34312.229999999996,0,1,18,15.571329620854382
2025-11-11,paid_social,139457.78,699825,14447,22.0,136609.64,49679.71,0,1,18,0.9795770447514653
2025-11-11,referral,29042.35,133271,2691,6.0,62031.64,22013.75,0,1,18,2.13590291419255
2025-11-11,search,148628.11,622538,17991,31.0,192677.9,80605.31,0,1,18,1.2963759008978855
2025-11-12,email,15003.3,295922,3472,11.0,57318.299999999996,22855.4,0,2,18,3.8203795165063683
2025-11-12,organic,5197.5,599957,5947,3.0,16876.370000000003,5565.470000000001,0,2,18,3.2470168350168356
2025-11-12,paid_social,142065.69,747839,13395,17.0,102557.23999999999,36938.86,0,2,18,0.7219001294401202
2025-11-12,referral,28189.41,121689,2402,9.0,61012.23,23474.68,0,2,18,2.1643670442197975
2025-11-12,search,145645.88,662843,18739,31.0,223577.52000000002,99986.05,0,2,18,1.5350761724258868
2025-11-13,email,17992.71,369648,4139,13.0,108115.68,43942.13,0,3,18,6.00886025506997
2025-11-13,organic,4710.72,663054,6974,7.0,43879.78,15206.829999999998,0,3,18,9.314877555872561
2025-11-13,paid_social,122395.3,654783,11274,11.0,71939.93,24749.269999999997,0,3,18,0.5877670956319401
2025-11-13,referral,28530.86,81995,1734,5.0,44347.77,16999.68,0,3,18,1.5543790127602182
2025-11-13,search,141270.74,644972,15987,33.0,278338.17000000004,118443.94,0,3,18,1.9702464218705165
2025-11-14,email,17299.920000000002,301118,3409,5.0,26223.85,11379.56,0,4,19,1.5158364894172918
2025-11-14,organic,5088.09,837412,9814,6.0,61668.47,20083.41,0,4,19,12.12016100344137
2025-11-14,paid_social,106949.6,676233,12298,11.0,67363.99,25154.66,0,4,19,0.6298666848683866
2025-11-14,referral,34089.09,143213,2945,5.0,37516.92,15633.92,0,4,19,1.1005550456172342
2025-11-14,search,178856.35,782280,25120,43.0,348569.04,148907.15,0,4,19,1.948877073696293
2025-11-15,email,22411.440000000002,332615,3895,9.0,65353.56,28999.100000000002,0,5,19,2.916080358959531
2025-11-15,organic,4663.29,823469,6525,3.0,23342.39,9073.57,0,5,19,5.005562596364369
2025-11-15,paid_social,146886.38,818005,12476,10.0,66245.25,20673.770000000004,0,5,19,0.45099654576550935
2025-11-15,referral,36730.79,88573,1590,1.0,2562.15,880.4300000000001,0,5,19,0.06975482966742616
2025-11-15,search,172251.99,703871,19887,33.0,238308.09,106036.73,0,5,19,1.3834852648146474
2025-11-16,email,16632.579999999998,336919,3357,17.0,127634.43,54717.439999999995,0,6,19,7.673760174308496
2025-11-16,organic,5293.33,728650,8429,13.0,71239.57,27717.84,0,6,19,13.45836552793799
2025-11-16,paid_social,158562.43,871503,16745,15.0,102765.39,34963.64,0,6,19,0.6481068056285465
2025-11-16,referral,42607.64,133607,3002,13.0,88548.08,36727.880000000005,0,6,19,2.078220713468289
2025-11-16,search,182343.79,783059,22731,32.0,199572.62,83139.62,0,6,19,1.0944854222894018
2025-11-17,email,17827.85,259262,3395,11.0,68287.5,29480.640000000003,0,0,19,3.8303833608651634
2025-11-17,organic,3861.43,629650,7104,13.0,68054.33,25561.33,0,0,19,17.6241262951808
2025-11-17,paid_social,141390.6,744996,14659,14.0,123219.38,40406.15,0,0,19,0.8714821211593982
2025-11-17,referral,32110.25,131682,2613,10.0,78876.11,30717.239999999998,0,0,19,2.4564153190959273
2025-11-17,search,157330.91,734438,21013,30.0,239642.82,97570.07,0,0,19,1.5231769777470936
2025-11-18,email,16820.32,321794,3639,15.0,109594.82,45006.520000000004,0,1,19,6.51562039247767
2025-11-18,organic,4405.52,638376,5814,13.0,90710.0,34796.71000000001,0,1,19,20.59007790226806
2025-11-18,paid_social,131324.42,684429,9705,11.0,59664.34,21056.63,0,1,19,0.45432783940717186
2025-11-18,referral,22650.86,108984,2125,6.0,51214.479999999996,19758.32,0,1,19,2.2610390952043318
2025-11-18,search,146463.95,658827,17583,39.0,239210.21999999997,99972.65,0,1,19,1.633236164940246
2025-11-19,email,18925.54,357508,5195,22.0,163662.51,66678.75,0,2,19,8.647706221328427
2025-11-19,organic,4222.610000000001,703020,5166,9.0,52822.07,21265.920000000002,0,2,19,12.509341378910198
2025-11-19,paid_social,101601.26,747646,12178,13.0,94806.04000000001,33829.83,0,2,19,0.9331187428187407
2025-11-19,referral,25003.09,111465,2629,8.0,49968.880000000005,18143.91,0,2,19,1.9985081843884098
2025-11-19,search,151026.24,690469,19317,32.0,206185.53,83942.28,0,2,19,1.3652298435026922
2025-11-20,email,18857.83,275632,3789,12.0,69005.4,30744.339999999993,0,3,19,3.65924393209611
2025-11-20,organic,3653.94,653235,6779,8.0,53893.479999999996,23316.36,0,3,19,14.74941569921783
2025-11-20,paid_social,133263.13,704793,11937,11.0,38716.94,12884.25,0,3,19,0.29053002131947525
2025-11-20,referral,31491.28,126625,2638,5.0,32834.73,15460.490000000002,0,3,19,1.04266101600189
2025-11-20,search,182486.75,802029,19786,27.0,236825.53,105624.78,0,3,19,1.29776835852466
2025-11-21,email,20238.82,287648,3002,10.0,42789.62,15991.28,0,4,20,2.114234920810601
2025-11-21,organic,4253.23,740261,6366,12.0,90782.54000000001,33106.659999999996,0,4,20,21.344375921358594
2025-11-21,paid_social,136520.1,741224,13488,8.0,38089.53,12803.82,0,4,20,0.2790030918524085
2025-11-21,referral,32805.37,86214,1622,3.0,15395.91,5915.73,0,4,20,0.46931066468690946
2025-11-21,search,152887.83,644070,17054,25.0,216647.81,92537.71,0,4,20,1.4170376412563381
2025-11-22,email,19039.16,278809,3317,14.0,105408.77,40333.979999999996,0,5,20,5.536419148743957
2025-11-22,organic,5036.02,889235,8187,9.0,56485.96,22002.31,0,5,20,11.216389132688114
2025-11-22,paid_social,156137.78999999998,817304,16172,26.0,199950.62,68702.49,0,5,20,1.280603625810254
2025-11-22,referral,39444.64,108415,1948,8.0,78162.14,32035.39,0,5,20,1.9815655561820313
2025-11-22,search,174324.02,750008,23045,37.0,244145.14,105362.62,0,5,20,1.40052495347457
2025-11-23,email,19425.0,313501,3378,20.0,163686.95,67851.31999999999,0,6,20,8.426612612612614
2025-11-23,organic,5685.98,702523,6748,9.0,49793.380000000005,19301.25,0,6,20,8.75722039120785
2025-11-23,paid_social,155467.73,817130,14844,16.0,93550.19,35879.719999999994,0,6,20,0.6017338131842537
2025-11-23,referral,36595.28,82010,1944,7.0,67084.48000000001,26155.25,0,6,20,1.8331456952918521
2025-11-23,search,181893.22999999998,780316,24099,26.0,197906.21,81213.45999999999,0,6,20,1.088035052211674
2025-11-24,email,17849.53,272288,2488,10.0,72044.5,30990.460000000003,0,0,20,4.036212718206026
2025-11-24,organic,4094.76,763265,7849,12.0,43306.36,16082.14,0,0,20,10.576043528802664
2025-11-24,paid_social,142600.95,753492,13570,18.0,102730.47,34689.950000000004,0,0,20,0.7204052287169195
2025-11-24,referral,28358.79,112533,2361,5.0,37351.729999999996,13858.079999999998,0,0,20,1.3171129656801293
2025-11-24,search,146051.52,613160,14995,28.0,211581.32,89928.60999999999,0,0,20,1.4486759192920418
2025-11-25,email,18670.56,296447,3671,8.0,24388.489999999998,8753.970000000001,0,1,20,1.3062538027782775
2025-11-25,organic,4695.24,793400,7917,17.0,113739.43,39747.06,0,1,20,24.224412383605525
2025-11-25,paid_social,96364.51,568552,10579,15.0,95694.18000000001,34559.95,0,1,20,0.993043808348115
2025-11-25,referral,26199.78,124416,1707,5.0,28948.71,12488.19,0,1,20,1.1049218733897765
2025-11-25,search,146464.62,665575,21712,27.0,177135.22999999998,73820.29,0,1,20,1.2094062716306504
2025-11-26,email,16309.74,298405,3661,15.0,109073.44,43327.08,0,2,20,6.687625921688513
2025-11-26,organic,3751.52,697522,5570,5.0,46800.729999999996,17539.989999999998,0,2,20,12.475138077365973
2025-11-26,paid_social,126578.88,648812,11949,20.0,127319.26,47402.2,0,2,20,1.0058491590382217
2025-11-26,referral,28104.06,111836,2490,6.0,45762.18,18389.980000000003,0,2,20,1.628312065943497
2025-11-26,search,163160.64,699490,19425,29.0,213304.33000000002,90266.08,0,2,20,1.3073271225217062
2025-11-27,email,17072.54,287262,3018,19.0,137998.94,59056.49,0,3,20,8.08309366971757
2025-11-27,organic,3673.0299999999997,697593,6455,6.0,37414.78,12908.7,0,3,20,10.18635295655086
2025-11-27,paid_social,120858.56999999999,649276,9610,14.0,92582.96,30778.699999999997,0,3,20,0.7660438146835595
2025-11-27,referral,28063.31,97575,2197,5.0,36892.92,15192.31,0,3,20,1.3146318092912062
2025-11-27,search,154942.62,653669,20291,41.0,283139.75,120243.6,0,3,20,1.8273845504871418
2025-11-28,email,16788.71,312578,4362,12.0,82280.1,34775.23,0,4,21,4.900918533943347
2025-11-28,organic,3857.23,651040,6758,6.0,37260.06,13440.96,0,4,21,9.659797315690275
2025-11-28,paid_social,121025.8,637656,11203,14.0,75278.55,25919.05,0,4,21,0.6220041511809878
2025-11-28,referral,29057.67,138816,2895,13.0,100200.89,40048.64,0,4,21,3.4483456519397464
2025-11-28,search,151320.13,648776,18368,34.0,270023.8,113025.76999999999,0,4,21,1.7844539255946976
2025-11-29,email,13641.79,295323,3700,15.0,135541.24,53440.96,0,5,21,9.935737172321227
2025-11-29,organic,4610.1900000000005,722921,7460,8.0,45324.2,17652.56,0,5,21,9.831308471017461
2025-11-29,paid_social,155045.34,758734,12721,13.0,69863.09,22619.55,0,5,21,0.4505978057773294
2025-11-29,referral,37612.08,147235,2810,11.0,55418.58,22256.35,0,5,21,1.4734250272784701
2025-11-29,search,174621.82,734438,19317,46.0,363817.35,157166.56,0,5,21,2.0834586994912776
2025-11-30,email,22664.34,284424,3917,12.0,79709.08,32299.48,0,6,21,3.516938062171676
2025-11-30,organic,5207.97,783807,7397,11.0,53477.67,21058.68,0,6,21,10.26842896560464
2025-11-30,paid_social,156224.35,809936,14524,18.0,98456.53,35482.77,0,6,21,0.6302252497770033
2025-11-30,referral,37176.36,168578,3967,8.0,61124.65,25533.910000000003,0,6,21,1.6441806029422998
2025-11-30,search,191358.07,874456,25541,41.0,307263.88,131907.97999999998,0,6,21,1.6057011862630095
2025-12-01,email,16384.27,285123,4071,13.0,66009.31,27746.019999999997,0,0,21,4.028822156861429
2025-12-01,organic,4700.5599999999995,680554,7435,17.0,81064.13,31488.48,0,0,21,17.24563243528431
2025-12-01,paid_social,111298.9,575723,12552,12.0,75374.95999999999,25003.92,0,0,21,0.6772300534866023
2025-12-01,referral,31183.79,135620,3023,10.0,63324.26,26088.97,0,0,21,2.0306787597017553
2025-12-01,search,167999.32,722520,18750,35.0,254470.12,110730.00000000001,0,0,21,1.5147092262040107
2025-12-02,email,18194.88,322059,3551,20.0,150391.9,59380.16,0,1,21,8.265616481119963
2025-12-02,organic,4912.889999999999,748022,9304,7.0,45312.26,15092.130000000001,0,1,21,9.22313750155204
2025-12-02,paid_social,133123.99,675547,11784,7.0,41013.5,14186.98,0,1,21,0.3080849665037835
2025-12-02,referral,26900.53,139667,2156,6.0,49687.37,18489.850000000006,0,1,21,1.8470777341561673
2025-12-02,search,160881.67,699944,19359,21.0,156378.90000000002,65650.07,0,1,21,0.972011914098107
2025-12-03,email,17379.14,287957,3552,17.0,103873.18000000001,41416.990000000005,0,2,21,5.976888384580596
2025-12-03,organic,3705.66,698640,6638,6.0,36016.55,13903.72,0,2,21,9.719334747386432
2025-12-03,paid_social,138747.82,729996,13802,17.0,126999.06,50549.52,0,2,21,0.9153229218304114
2025-12-03,referral,28845.1,110593,2287,4.0,40248.06,14798.630000000001,0,2,21,1.3953170555830974
2025-12-03,search,170740.58000000002,691698,19710,21.0,135598.19,56457.0,0,2,21,0.7941766977715549
2025-12-04,email,16329.83,173513,2350,10.0,64837.45,26297.03,0,3,21,3.970491425813986
2025-12-04,organic,3648.33,828864,7603,11.0,55427.08,20910.52,0,3,21,15.192452437142475
2025-12-04,paid_social,141806.23,703739,13971,24.0,136923.87,50330.09,0,3,21,0.9655702009707189
2025-12-04,referral,30976.28,116806,2262,10.0,57717.9,24200.850000000002,0,3,21,1.863293461965091
2025-12-04,search,185178.13,759382,20733,33.0,246615.58000000002,102802.97,0,3,21,1.3317748699589957
2025-12-05,email,17948.96,255637,2768,3.0,33033.17,11219.380000000001,0,4,22,1.8403946523921164
2025-12-05,organic,4392.62,726063,6874,11.0,65965.68000000001,22317.920000000002,0,4,22,15.017388255756249
2025-12-05,paid_social,125897.78,673175,13421,17.0,85467.83,33475.46,0,4,22,0.6788668553170676
2025-12-05,referral,34100.14,134036,2362,8.0,45627.0,19195.469999999998,0,4,22,1.3380296972387797
2025-12-05,search,205695.0,913554,24938,31.0,240994.46000000002,96856.56,0,4,22,1.171610685724009
2025-12-06,email,20322.96,314354,3626,15.0,83306.89,32906.079999999994,0,5,22,4.099151403142062
2025-12-06,organic,5055.22,769281,8119,13.0,101754.35,39697.46000000001,0,5,22,20.12857007212347
2025-12-06,paid_social,153693.64,799223,14842,15.0,101324.11,36840.39,0,5,22,0.6592602660721679
2025-12-06,referral,26006.75,105719,2025,7.0,45685.86,18503.46,0,5,22,1.7566923971661204
2025-12-06,search,195145.57,844727,21547,38.0,308698.31,137882.23,0,5,22,1.5818873572174863
2025-12-07,email,22156.52,333448,3633,22.0,161032.93,65012.439999999995,0,6,22,7.267970331080873
2025-12-07,organic,4824.83,726130,6339,14.0,94146.01000000001,38307.61,0,6,22,19.5128139229776
2025-12-07,paid_social,161677.05,887976,16101,9.0,46115.32,16416.04,0,6,22,0.2852310825809848
2025-12-07,referral,37047.67,131037,2080,8.0,59295.21000000001,22732.510000000002,0,6,22,1.6005111792455506
2025-12-07,search,172308.29,774886,18710,32.0,241822.2,105231.19,0,6,22,1.4034275425749974
2025-12-08,email,16322.25,333481,4502,21.0,129854.22,51917.1,0,0,22,7.955656848780039
2025-12-08,organic,4192.72,604894,4560,5.0,29109.72,12174.08,0,0,22,6.94292010914156
2025-12-08,paid_social,130537.20999999999,708088,12474,21.0,155203.47,60231.49,0,0,22,1.1889596077624152
2025-12-08,referral,31066.43,137276,2904,11.0,87274.45,32911.36,0,0,22,2.8092848132212165
2025-12-08,search,182020.37,780237,23608,33.0,259066.39,114059.67,0,0,22,1.4232824051505886
2025-12-09,email,18756.97,313183,4781,17.0,106337.78,43026.28,0,1,22,5.669240820878851
2025-12-09,organic,4748.35,600373,5961,7.0,35912.0,14038.260000000002,0,1,22,7.563048216748975
2025-12-09,paid_social,113608.07,599645,11285,16.0,82969.03,30524.78,0,1,22,0.7303092993305844
2025-12-09,referral,26940.170000000002,138578,2560,4.0,30892.199999999997,11549.380000000001,0,1,22,1.1466965501702475
2025-12-09,search,144818.57,629147,16963,27.0,184187.18,82371.66,0,1,22,1.2718478023916406
2025-12-10,email,16241.74,297862,3835,13.0,93640.79,39522.0,0,2,22,5.765440771739973
2025-12-10,organic,4592.51,724523,6528,9.0,47249.43,17198.5,0,2,22,10.288367363380809
2025-12-10,paid_social,116774.93,627825,12736,17.0,105769.83,37950.88,0,2,22,0.9057580252884759
2025-12-10,referral,27721.670000000002,122459,2339,5.0,28334.65,11324.28,0,2,22,1.0221119434723809
2025-12-10,search,130207.98,572789,14418,33.0,245027.83000000002,105401.73999999999,0,2,22,1.881818840903607
2025-12-11,email,15239.369999999999,291937,2944,15.0,136259.02,50997.130000000005,0,3,22,8.941250196038288
2025-12-11,organic,4279.66,626698,5653,11.0,61738.41,22682.84,0,3,22,14.426008140833618
2025-12-11,paid_social,133104.24,707503,13604,17.0,76683.8,27682.98,0,3,22,0.5761183866118766
2025-12-11,referral,21434.2,141682,2554,4.0,21494.44,8379.66,0,3,22,1.002810461785371
2025-12-11,search,185277.26,798449,22747,24.0,164050.24,69425.17,0,3,22,0.8854310561371643
2025-12-12,email,18226.96,287579,3608,14.0,134491.79,55033.57,0,4,23,7.3787285427740015
2025-12-12,organic,4692.9400000000005,637310,7297,10.0,68751.52,24926.159999999996,0,4,23,14.649989132611966
2025-12-12,paid_social,135900.84,695964,13685,14.0,70466.14,24020.13,0,4,23,0.5185114381927294
2025-12-12,referral,33177.94,115244,2711,10.0,63953.649999999994,28048.96,0,4,23,1.9275955650049397
2025-12-12,search,165181.55,740233,20154,29.0,207794.27,86415.1,0,4,23,1.2579750583524614
2025-12-13,email,19967.93,279077,2633,8.0,49396.32,21340.18,0,5,23,2.473782710576409
2025-12-13,organic,4432.53,765082,9384,11.0,70468.01999999999,29009.08,0,5,23,15.897922856698091
